cliente_id,genero,edad,estado,piezas_compradas,monto_compra,fecha_ultima_compra
5821,Masculino,47.0,Jalisco,4,643.62,2023-01-15
5822,Femenino,28.0,Yucatán,7,573.2,2023-10-13
5823,Masculino,30.0,Yucatán,1,579.17,2023-08-22
5824,Masculino,58.0,Puebla,1,743.15,2023-12-11
5825,Femenino,27.0,Nuevo León,5,584.57,2023-11-19
5826,Femenino,42.0,Nuevo León,4,678.4,2023-09-14
5827,Masculino,40.0,Nuevo León,3,,2023-06-01
5828,Femenino,38.0,Jalisco,5,416.02,2023-10-07
5829,Femenino,37.0,Jalisco,5,538.59,2023-04-14
5830,Masculino,38.0,Nuevo León,9,586.91,2023-05-11
5831,Otro,37.0,Puebla,3,157.04,2023-02-26
5832,Femenino,34.0,CDMX,5,528.28,2023-11-23
5833,Masculino,50.0,Jalisco,5,681.45,2023-10-05
5834,Femenino,21.0,Nuevo León,3,,2023-04-29
5835,Masculino,45.0,Yucatán,5,335.51,2023-09-24
5836,Masculino,43.0,Jalisco,1,551.35,2023-03-23
5837,Masculino,41.0,CDMX,3,328.0,2023-08-13
5838,Femenino,46.0,Jalisco,3,670.04,2023-04-17
5839,Masculino,,CDMX,6,422.73,2023-04-15
5840,Masculino,16.0,CDMX,3,601.7,2023-03-07
5841,Femenino,34.0,Jalisco,3,363.18,2023-08-03
5842,Femenino,25.0,CDMX,4,802.88,2023-01-09
5843,Femenino,27.0,Jalisco,5,831.23,2023-01-20
5844,Femenino,22.0,Jalisco,2,669.11,2023-04-20
5845,Masculino,30.0,Puebla,1,397.58,2023-08-27
5846,Femenino,,Yucatán,1,489.53,2023-09-22
5847,Femenino,11.0,CDMX,2,203.41,2023-07-08
5848,Masculino,42.0,Jalisco,1,695.93,2023-03-02
5849,Femenino,57.0,CDMX,0,517.66,2023-09-09
5850,Masculino,41.0,Jalisco,3,486.64,2023-05-08
5851,Femenino,32.0,Jalisco,1,,2023-12-19
5852,Masculino,34.0,Jalisco,2,647.92,2023-08-24
5853,Masculino,30.0,Yucatán,1,580.83,2023-05-30
5854,Masculino,35.0,CDMX,3,506.8,2023-06-29
5855,Femenino,34.0,Yucatán,0,564.53,2023-11-29
5856,Masculino,26.0,Yucatán,2,789.73,2023-06-19
5857,Femenino,51.0,Yucatán,0,363.52,2023-01-14
5858,Femenino,20.0,Yucatán,5,311.31,2023-05-05
5859,Femenino,42.0,Puebla,3,382.86,2023-04-16
5860,Masculino,33.0,CDMX,1,680.29,2023-08-23
5861,Femenino,54.0,CDMX,3,542.0,2023-01-15
5862,Masculino,38.0,Jalisco,4,384.4,2023-02-02
5863,Femenino,31.0,CDMX,5,579.02,2023-09-20
5864,Femenino,32.0,Yucatán,1,425.51,2023-10-29
5865,Masculino,35.0,Nuevo León,4,526.16,2023-02-10
5866,Femenino,23.0,CDMX,2,571.12,2023-09-01
5867,Masculino,27.0,Nuevo León,7,408.73,2023-02-22
5868,Femenino,17.0,Puebla,3,227.61,2023-02-25
5869,Masculino,25.0,Jalisco,6,536.24,2023-03-10
5870,Masculino,35.0,Jalisco,3,470.93,2023-10-09
5871,Femenino,,Jalisco,4,407.05,2023-09-15
5872,Femenino,15.0,Puebla,1,537.04,2023-11-02
5873,Masculino,33.0,Yucatán,0,593.42,2023-05-05
5874,Masculino,40.0,Nuevo León,7,173.07,2023-09-14
5875,Femenino,33.0,CDMX,4,516.07,2023-03-09
5876,Femenino,28.0,Yucatán,1,482.36,2023-04-16
5877,Masculino,30.0,Jalisco,2,443.88,2023-02-27
5878,Masculino,29.0,Jalisco,2,597.75,2023-02-27
5879,Femenino,28.0,Yucatán,3,219.78,2023-05-18
5880,Masculino,36.0,Nuevo León,3,58.81,2023-05-23
5881,Femenino,58.0,Yucatán,3,257.95,2023-10-01
5882,Masculino,27.0,Puebla,0,606.38,2023-08-26
5883,Femenino,31.0,Jalisco,1,428.15,2023-07-10
5884,Otro,34.0,Nuevo León,1,463.09,2023-05-20
5885,Masculino,28.0,CDMX,3,755.64,2023-07-19
5886,Masculino,45.0,Jalisco,3,564.99,2023-06-19
5887,Masculino,11.0,Yucatán,2,652.84,2023-03-06
5888,Masculino,29.0,Nuevo León,1,489.95,2023-06-12
5889,Masculino,43.0,Jalisco,3,176.62,2023-11-22
5890,Femenino,,CDMX,3,466.25,2023-09-04
5891,Masculino,26.0,CDMX,1,375.47,2023-02-15
5892,Masculino,39.0,Yucatán,1,379.11,2023-05-24
5893,Masculino,44.0,Puebla,1,558.7,2023-02-24
5894,Femenino,37.0,Yucatán,4,167.93,2023-09-26
5895,Femenino,26.0,Nuevo León,6,395.35,2023-12-25
5896,Femenino,39.0,Yucatán,0,433.85,2023-04-26
5897,Masculino,30.0,Nuevo León,2,596.77,2023-05-10
5898,Femenino,42.0,Puebla,3,812.08,2023-11-01
5899,Masculino,49.0,Yucatán,3,184.35,2023-11-20
5900,Masculino,8.0,CDMX,4,514.78,2023-12-06
5901,Masculino,36.0,Nuevo León,4,448.4,2023-02-18
5902,Masculino,17.0,Nuevo León,0,537.16,2023-05-16
5903,Femenino,59.0,CDMX,4,,2023-07-01
5904,Femenino,30.0,Yucatán,5,289.28,2023-01-02
5905,Femenino,42.0,Puebla,2,409.79,2023-04-29
5906,Masculino,34.0,Jalisco,7,691.28,2023-12-25
5907,Femenino,26.0,Yucatán,5,566.49,2023-03-23
5908,Masculino,25.0,Yucatán,1,619.4,2023-06-23
5909,Femenino,50.0,Nuevo León,3,435.34,2023-02-02
5910,Femenino,44.0,Nuevo León,5,645.49,2023-01-10
5911,Femenino,54.0,Puebla,2,634.42,2023-11-13
5912,Masculino,35.0,Puebla,4,553.17,2023-04-13
5913,Masculino,37.0,Puebla,3,796.74,2023-03-23
5914,Femenino,32.0,CDMX,0,540.78,2023-12-31
5915,Masculino,32.0,Jalisco,6,563.78,2023-07-26
5916,Femenino,24.0,Jalisco,6,433.83,2023-06-29
5917,Otro,35.0,Puebla,5,565.98,2023-05-01
5918,Masculino,27.0,Nuevo León,4,543.68,2023-12-25
5919,Femenino,39.0,Jalisco,4,600.56,2023-08-14
5920,Masculino,36.0,Yucatán,1,556.07,2023-02-21
5921,Femenino,37.0,CDMX,7,558.21,2023-03-25
5922,Otro,51.0,Nuevo León,1,437.31,2023-02-01
5923,Femenino,34.0,CDMX,3,601.89,2023-05-06
5924,Masculino,42.0,Yucatán,5,527.53,2023-10-11
5925,Femenino,55.0,Jalisco,2,451.27,2023-10-09
5926,Masculino,48.0,CDMX,4,382.47,2023-04-20
5927,Masculino,46.0,CDMX,3,625.57,2023-01-11
5928,Masculino,31.0,CDMX,5,624.78,2023-08-23
5929,Masculino,37.0,Yucatán,4,482.66,2023-03-15
5930,Masculino,21.0,Nuevo León,3,308.36,2023-03-03
5931,Femenino,39.0,Nuevo León,4,723.95,2023-04-07
5932,Femenino,37.0,Yucatán,3,698.71,2023-04-22
5933,Femenino,,CDMX,1,858.67,2023-01-14
5934,Otro,45.0,CDMX,4,218.53,2023-05-17
5935,Femenino,22.0,Puebla,1,458.57,2023-01-07
5936,Masculino,51.0,Jalisco,3,389.52,2023-01-23
5937,Masculino,44.0,Jalisco,0,232.17,2023-11-09
5938,Femenino,34.0,Nuevo León,5,508.68,2023-07-12
5939,Femenino,33.0,Yucatán,1,537.42,2023-05-28
5940,Femenino,39.0,CDMX,5,488.87,2023-02-26
5941,Femenino,50.0,Jalisco,1,257.3,2023-11-06
5942,Femenino,36.0,Yucatán,2,592.18,2023-08-20
5943,Femenino,36.0,Yucatán,9,321.68,2023-12-21
5944,Masculino,35.0,CDMX,4,656.77,2023-02-07
5945,Otro,52.0,Yucatán,5,648.84,2023-10-30
5946,Femenino,31.0,Jalisco,0,558.8,2023-09-01
5947,Femenino,34.0,Puebla,4,438.95,2023-04-21
5948,Femenino,49.0,Jalisco,2,521.52,2023-01-08
5949,Masculino,36.0,Puebla,3,407.88,2023-01-19
5950,Masculino,46.0,Yucatán,2,594.69,2023-02-03
5951,Femenino,25.0,Jalisco,3,711.92,2023-06-21
5952,Femenino,32.0,CDMX,2,694.67,2023-09-20
5953,Masculino,49.0,Yucatán,3,504.06,2023-12-27
5954,Masculino,28.0,CDMX,2,711.72,2023-01-21
5955,Femenino,33.0,Puebla,1,550.76,2023-02-13
5956,Masculino,37.0,Nuevo León,6,150.79,2023-10-08
5957,Femenino,25.0,Nuevo León,2,695.09,2023-10-30
5958,Femenino,30.0,Puebla,5,527.76,2023-05-10
5959,Masculino,36.0,Nuevo León,3,569.96,2023-11-24
5960,Masculino,,Yucatán,3,440.51,2023-03-24
5961,Femenino,47.0,Yucatán,4,701.09,2023-04-16
5962,Masculino,50.0,Jalisco,3,389.26,2023-04-11
5963,Femenino,26.0,Yucatán,4,687.47,2023-12-05
5964,Masculino,36.0,Nuevo León,1,352.56,2023-06-30
5965,Masculino,41.0,CDMX,3,540.22,2023-11-05
5966,Masculino,50.0,Jalisco,4,707.22,2023-12-26
5967,Masculino,42.0,CDMX,5,722.96,2023-05-31
5968,Femenino,37.0,Nuevo León,3,628.29,2023-02-04
5969,Masculino,41.0,CDMX,2,667.62,2023-05-31
5970,Masculino,41.0,Nuevo León,3,638.88,2023-10-29
5971,Masculino,25.0,Yucatán,2,437.71,2023-03-12
5972,Femenino,36.0,Jalisco,5,577.94,2023-01-02
5973,Masculino,49.0,Puebla,6,542.86,2023-07-30
5974,Masculino,32.0,Nuevo León,6,664.19,2023-04-02
5975,Femenino,36.0,Yucatán,4,674.29,2023-02-07
5976,Masculino,32.0,CDMX,2,508.54,2023-02-05
5977,Femenino,11.0,Yucatán,1,485.97,2023-07-03
5978,Femenino,35.0,CDMX,4,657.67,2023-01-18
5979,Masculino,38.0,CDMX,1,472.78,2023-05-18
5980,Masculino,29.0,CDMX,2,671.44,2023-10-09
5981,Masculino,23.0,CDMX,4,521.52,2023-05-08
5982,Femenino,26.0,Jalisco,2,418.24,2023-07-26
5983,Otro,42.0,CDMX,1,442.89,2023-11-11
5984,Femenino,54.0,Jalisco,5,75.15,2023-12-18
5985,Femenino,48.0,Puebla,4,490.83,2023-09-14
5986,Femenino,21.0,Jalisco,4,595.89,2023-03-31
5987,Masculino,43.0,CDMX,2,882.85,2023-04-28
5988,Masculino,28.0,Puebla,2,407.43,2023-11-20
5989,Masculino,29.0,Yucatán,1,448.78,2023-08-07
5990,Masculino,30.0,Jalisco,1,399.83,2023-09-20
5991,Femenino,42.0,Yucatán,3,384.95,2023-06-13
5992,Masculino,44.0,Puebla,1,587.21,2023-08-25
5993,Femenino,34.0,Jalisco,4,441.4,2023-04-26
5994,Masculino,,CDMX,5,391.53,2023-08-09
5995,Femenino,,Jalisco,0,560.54,2023-10-31
5996,Masculino,40.0,CDMX,3,582.65,2023-11-12
5997,Masculino,46.0,Nuevo León,4,395.16,2023-05-23
5998,Masculino,22.0,Jalisco,2,663.46,2023-01-07
5999,Masculino,35.0,Jalisco,5,750.15,2023-08-27
6000,Femenino,24.0,Yucatán,5,606.59,2023-12-28
6001,Masculino,34.0,Yucatán,1,581.14,2023-07-08
6002,Femenino,32.0,Puebla,3,156.72,2023-01-09
6003,Masculino,34.0,CDMX,3,372.81,2023-06-30
6004,Masculino,27.0,Yucatán,2,292.86,2023-12-16
6005,Femenino,20.0,Puebla,6,639.49,2023-08-31
6006,Otro,14.0,CDMX,0,646.9,2023-09-06
6007,Masculino,33.0,CDMX,2,566.59,2023-08-12
6008,Femenino,30.0,CDMX,6,462.26,2023-04-18
6009,Masculino,28.0,Nuevo León,0,460.22,2023-07-24
6010,Femenino,48.0,CDMX,2,1078.49,2023-06-23
6011,Masculino,26.0,Puebla,3,619.86,2023-08-13
6012,Masculino,49.0,CDMX,5,485.99,2023-03-25
6013,Otro,51.0,CDMX,0,573.47,2023-04-19
6014,Masculino,15.0,Puebla,0,307.91,2023-10-18
6015,Femenino,35.0,Jalisco,4,585.87,2023-03-31
6016,Masculino,31.0,CDMX,1,462.32,2023-05-11
6017,Femenino,5.0,Puebla,6,575.78,2023-11-03
6018,Masculino,20.0,Yucatán,4,357.78,2023-01-21
6019,Masculino,42.0,Puebla,2,773.39,2023-01-29
6020,Femenino,55.0,Nuevo León,1,367.32,2023-08-31
6021,Femenino,44.0,Yucatán,2,448.68,2023-09-14
6022,Masculino,38.0,Jalisco,5,334.77,2023-05-29
6023,Masculino,34.0,Jalisco,2,391.05,2023-04-21
6024,Femenino,51.0,Puebla,1,479.28,2023-11-21
6025,Femenino,56.0,Puebla,3,507.43,2023-08-23
6026,Femenino,29.0,CDMX,4,463.8,2023-03-08
6027,Masculino,15.0,CDMX,0,576.28,2023-11-09
6028,Femenino,14.0,Nuevo León,6,853.0,2023-03-31
6029,Masculino,48.0,CDMX,5,470.81,2023-06-21
6030,Femenino,34.0,Puebla,3,424.88,2023-06-05
6031,Masculino,,Puebla,5,706.58,2023-12-22
6032,Femenino,17.0,CDMX,2,357.85,2023-03-03
6033,Masculino,27.0,Nuevo León,5,747.48,2023-10-30
6034,Femenino,32.0,Puebla,0,224.79,2023-03-10
6035,Masculino,37.0,Nuevo León,3,650.21,2023-11-19
6036,Femenino,31.0,Puebla,3,357.98,2023-09-22
6037,Masculino,24.0,Nuevo León,3,353.23,2023-02-25
6038,Masculino,27.0,Nuevo León,3,559.14,2023-02-10
6039,Femenino,47.0,Nuevo León,4,637.11,2023-12-08
6040,Masculino,37.0,CDMX,2,604.06,2023-01-20
6041,Masculino,41.0,Jalisco,7,396.95,2023-03-01
6042,Femenino,26.0,Nuevo León,2,629.72,2023-02-10
6043,Femenino,5.0,Nuevo León,2,374.98,2023-10-19
6044,Femenino,29.0,Puebla,3,462.05,2023-11-20
6045,Masculino,26.0,Jalisco,8,413.47,2023-12-18
6046,Masculino,38.0,Puebla,1,477.5,2023-07-26
6047,Femenino,67.0,Puebla,1,418.77,2023-05-23
6048,Masculino,41.0,Nuevo León,5,526.91,2023-10-25
6049,Masculino,62.0,Yucatán,3,297.04,2023-04-10
6050,Masculino,40.0,Jalisco,1,588.42,2023-01-13
6051,Masculino,28.0,Puebla,3,424.58,2023-03-11
6052,Masculino,38.0,Yucatán,4,341.83,2023-10-14
6053,Masculino,52.0,Yucatán,3,654.84,2023-10-03
6054,Femenino,53.0,Puebla,4,779.11,2023-11-18
6055,Masculino,29.0,Nuevo León,5,583.43,2023-05-24
6056,Masculino,37.0,CDMX,2,535.94,2023-10-18
6057,Femenino,20.0,Puebla,4,441.68,2023-07-09
6058,Masculino,,Nuevo León,7,300.28,2023-09-10
6059,Masculino,50.0,Jalisco,5,586.51,2023-06-16
6060,Masculino,35.0,Nuevo León,2,265.38,2023-08-16
6061,Femenino,28.0,Yucatán,2,569.51,2023-08-12
6062,Femenino,38.0,Jalisco,4,240.5,2023-04-09
6063,Masculino,39.0,Jalisco,5,530.43,2023-09-02
6064,Masculino,35.0,CDMX,2,693.0,2023-09-17
6065,Femenino,36.0,CDMX,3,554.69,2023-10-16
6066,Masculino,33.0,Puebla,3,666.08,2023-07-17
6067,Masculino,44.0,Nuevo León,4,720.81,2023-07-14
6068,Femenino,42.0,Puebla,1,505.94,2023-02-21
6069,Femenino,25.0,CDMX,3,778.11,2023-10-04
6070,Femenino,24.0,Yucatán,2,457.73,2023-12-26
6071,Masculino,32.0,CDMX,3,353.0,2023-10-09
6072,Femenino,42.0,Nuevo León,6,351.7,2023-02-16
6073,Femenino,,Yucatán,4,643.01,2023-12-25
6074,Femenino,28.0,Puebla,5,463.36,2023-04-11
6075,Femenino,37.0,Puebla,4,434.81,2023-12-01
6076,Femenino,31.0,CDMX,4,611.05,2023-09-17
6077,Femenino,43.0,CDMX,5,265.98,2023-07-28
6078,Masculino,38.0,Puebla,6,893.74,2023-06-15
6079,Masculino,31.0,Puebla,2,324.76,2023-09-06
6080,Femenino,37.0,Jalisco,4,592.29,2023-12-04
6081,Femenino,48.0,Nuevo León,3,581.42,2023-07-28
6082,Otro,29.0,Jalisco,2,478.38,2023-12-28
6083,Femenino,39.0,Jalisco,3,666.48,2023-05-22
6084,Femenino,34.0,Puebla,1,623.5,2023-02-21
6085,Femenino,39.0,Nuevo León,2,483.55,2023-09-14
6086,Femenino,28.0,Puebla,4,593.94,2023-05-25
6087,Masculino,36.0,Jalisco,5,169.6,2023-06-09
6088,Femenino,46.0,Jalisco,5,439.71,2023-10-23
6089,Masculino,25.0,Puebla,1,582.89,2023-06-19
6090,Femenino,21.0,CDMX,3,,2023-06-08
6091,Femenino,22.0,CDMX,6,487.64,2023-04-12
6092,Masculino,23.0,Puebla,1,472.17,2023-10-22
6093,Femenino,40.0,Yucatán,5,243.66,2023-06-30
6094,Masculino,20.0,Yucatán,7,636.59,2023-10-31
6095,Femenino,32.0,CDMX,3,519.37,2023-12-03
6096,Masculino,41.0,Nuevo León,4,323.31,2023-08-19
6097,Femenino,39.0,Jalisco,4,777.21,2023-05-14
6098,Masculino,31.0,Nuevo León,1,528.38,2023-07-22
6099,Femenino,36.0,CDMX,3,535.92,2023-08-10
6100,Masculino,36.0,Puebla,1,485.59,2023-03-23
6101,Femenino,32.0,Yucatán,3,785.89,2023-10-24
6102,Masculino,32.0,CDMX,4,639.87,2023-01-09
6103,Femenino,57.0,Nuevo León,3,394.66,2023-03-08
6104,Masculino,43.0,Nuevo León,4,188.48,2023-01-27
6105,Femenino,59.0,CDMX,2,601.89,2023-11-19
6106,Femenino,30.0,Jalisco,1,480.99,2023-02-15
6107,Masculino,34.0,Nuevo León,5,446.61,2023-06-30
6108,Femenino,21.0,Jalisco,1,477.63,2023-07-03
6109,Femenino,26.0,Jalisco,7,229.87,2023-07-04
6110,Masculino,54.0,Puebla,2,520.52,2023-04-22
6111,Otro,29.0,CDMX,3,462.59,2023-05-16
6112,Femenino,54.0,CDMX,2,433.04,2023-01-14
6113,Masculino,22.0,Jalisco,4,509.97,2023-12-23
6114,Masculino,24.0,Puebla,5,733.95,2023-11-09
6115,Femenino,31.0,Nuevo León,5,449.36,2023-01-29
6116,Masculino,34.0,Nuevo León,3,687.77,2023-12-23
6117,Masculino,44.0,CDMX,2,524.35,2023-05-22
6118,Otro,39.0,Jalisco,5,700.93,2023-12-26
6119,Femenino,30.0,Puebla,1,490.95,2023-09-24
6120,Masculino,33.0,Puebla,4,369.17,2023-10-09
6121,Femenino,31.0,Nuevo León,1,819.44,2023-07-12
6122,Femenino,25.0,Nuevo León,2,652.58,2023-10-08
6123,Femenino,26.0,Yucatán,3,714.84,2023-03-03
6124,Otro,45.0,Yucatán,6,590.38,2023-05-29
6125,Masculino,16.0,Jalisco,2,509.65,2023-11-03
6126,Masculino,51.0,Yucatán,1,648.63,2023-04-08
6127,Masculino,31.0,Puebla,6,588.25,2023-03-08
6128,Femenino,27.0,Yucatán,3,420.54,2023-09-20
6129,Femenino,42.0,CDMX,1,570.6,2023-01-11
6130,Femenino,49.0,CDMX,3,448.63,2023-12-12
6131,Femenino,46.0,Nuevo León,5,307.72,2023-10-06
6132,Masculino,40.0,Nuevo León,1,490.94,2023-08-30
6133,Masculino,45.0,Jalisco,1,409.46,2023-05-28
6134,Femenino,17.0,CDMX,3,815.38,2023-04-29
6135,Femenino,,Jalisco,2,341.86,2023-11-26
6136,Femenino,25.0,Jalisco,5,434.71,2023-10-27
6137,Femenino,47.0,Yucatán,5,414.55,2023-04-30
6138,Masculino,31.0,Nuevo León,2,617.41,2023-07-04
6139,Masculino,43.0,Jalisco,1,537.93,2023-04-20
6140,Masculino,40.0,Jalisco,2,786.19,2023-01-22
6141,Femenino,26.0,Nuevo León,5,726.31,2023-09-21
6142,Femenino,29.0,Nuevo León,4,515.84,2023-04-13
6143,Femenino,47.0,CDMX,3,337.49,2023-01-13
6144,Masculino,27.0,Nuevo León,6,556.27,2023-11-29
6145,Masculino,36.0,Yucatán,5,535.1,2023-10-12
6146,Femenino,27.0,CDMX,3,276.16,2023-09-22
6147,Masculino,31.0,Jalisco,5,469.78,2023-12-12
6148,Masculino,34.0,Yucatán,1,530.01,2023-05-14
6149,Masculino,27.0,Yucatán,2,506.54,2023-02-02
6150,Masculino,25.0,CDMX,5,353.32,2023-10-12
6151,Masculino,37.0,Jalisco,1,498.19,2023-12-05
6152,Masculino,26.0,CDMX,1,482.45,2023-10-15
6153,Femenino,26.0,Puebla,3,573.25,2023-07-04
6154,Femenino,25.0,Puebla,7,,2023-09-30
6155,Femenino,34.0,CDMX,3,675.77,2023-04-08
6156,Femenino,44.0,Jalisco,3,574.49,2023-11-13
6157,Masculino,,Jalisco,4,301.6,2023-11-27
6158,Masculino,27.0,Nuevo León,4,540.5,2023-03-01
6159,Femenino,56.0,Yucatán,1,506.34,2023-06-13
6160,Masculino,24.0,CDMX,3,487.26,2023-05-31
6161,Femenino,45.0,Yucatán,4,279.62,2023-09-12
6162,Femenino,27.0,Yucatán,5,452.34,2023-12-09
6163,Femenino,26.0,Puebla,2,404.77,2023-12-20
6164,Femenino,27.0,Puebla,1,432.66,2023-09-26
6165,Femenino,34.0,CDMX,3,636.11,2023-08-12
6166,Masculino,40.0,CDMX,3,399.13,2023-12-03
6167,Femenino,41.0,Jalisco,2,828.85,2023-09-19
6168,Otro,25.0,CDMX,4,871.57,2023-09-01
6169,Femenino,25.0,Jalisco,2,553.97,2023-07-10
6170,Femenino,25.0,Jalisco,0,307.35,2023-06-20
6171,Femenino,33.0,CDMX,4,307.29,2023-06-20
6172,Masculino,32.0,Jalisco,4,571.16,2023-06-02
6173,Femenino,25.0,Yucatán,2,465.31,2023-11-08
6174,Masculino,37.0,Jalisco,3,391.08,2023-03-08
6175,Masculino,57.0,Yucatán,3,501.9,2023-02-25
6176,Masculino,29.0,Yucatán,3,305.16,2023-04-21
6177,Masculino,30.0,Yucatán,3,857.49,2023-07-10
6178,Femenino,40.0,Nuevo León,0,586.3,2023-01-15
6179,Femenino,29.0,Nuevo León,6,745.61,2023-10-29
6180,Femenino,41.0,Jalisco,4,644.42,2023-09-10
6181,Masculino,27.0,CDMX,2,614.26,2023-01-18
6182,Femenino,53.0,Jalisco,3,366.59,2023-01-10
6183,Femenino,38.0,Nuevo León,1,,2023-05-13
6184,Otro,28.0,Puebla,1,656.33,2023-06-21
6185,Femenino,29.0,Puebla,3,502.82,2023-05-09
6186,Masculino,29.0,Jalisco,1,831.09,2023-02-22
6187,Masculino,48.0,Nuevo León,2,,2023-10-27
6188,Femenino,22.0,Yucatán,5,503.47,2023-10-08
6189,Femenino,28.0,Nuevo León,5,449.74,2023-02-12
6190,Femenino,29.0,Jalisco,3,700.22,2023-06-06
6191,Masculino,34.0,Nuevo León,5,137.43,2023-04-21
6192,Masculino,32.0,Puebla,3,559.53,2023-03-24
6193,Masculino,20.0,Yucatán,10,402.17,2023-07-01
6194,Masculino,31.0,Jalisco,2,511.3,2023-02-20
6195,Masculino,34.0,Jalisco,1,733.5,2023-06-21
6196,Femenino,28.0,CDMX,1,339.3,2023-11-06
6197,Femenino,41.0,Yucatán,4,336.61,2023-10-02
6198,Masculino,44.0,Jalisco,2,782.41,2023-09-13
6199,Femenino,34.0,Nuevo León,8,447.32,2023-09-10
6200,Femenino,37.0,Nuevo León,2,420.33,2023-07-08
6201,Masculino,13.0,Nuevo León,2,422.73,2023-01-12
6202,Femenino,30.0,Nuevo León,2,254.81,2023-10-15
6203,Masculino,45.0,Jalisco,4,733.91,2023-08-02
6204,Masculino,30.0,Puebla,0,716.53,2023-05-09
6205,Femenino,27.0,Yucatán,2,240.42,2023-09-14
6206,Masculino,57.0,Nuevo León,1,448.79,2023-08-17
6207,Femenino,53.0,Jalisco,5,265.0,2023-10-07
6208,Femenino,39.0,Jalisco,3,621.21,2023-11-29
6209,Femenino,46.0,Nuevo León,3,590.0,2023-08-29
6210,Femenino,12.0,CDMX,4,350.86,2023-11-01
6211,Masculino,27.0,Jalisco,1,433.7,2023-04-02
6212,Femenino,30.0,Yucatán,2,703.14,2023-03-31
6213,Femenino,32.0,Yucatán,3,479.18,2023-09-30
6214,Femenino,30.0,CDMX,4,406.79,2023-10-08
6215,Masculino,9.0,Jalisco,2,645.53,2023-03-04
6216,Masculino,38.0,CDMX,3,511.92,2023-01-02
6217,Femenino,40.0,Jalisco,2,693.13,2023-12-29
6218,Femenino,51.0,Jalisco,4,643.87,2023-10-13
6219,Femenino,27.0,CDMX,1,597.96,2023-04-24
6220,Femenino,26.0,Puebla,3,367.76,2023-07-25
6221,Masculino,8.0,Nuevo León,4,700.12,2023-03-18
6222,Masculino,32.0,Nuevo León,6,501.14,2023-06-14
6223,Femenino,44.0,Nuevo León,2,511.81,2023-09-02
6224,Femenino,28.0,CDMX,2,274.7,2023-03-16
6225,Femenino,56.0,Jalisco,1,398.38,2023-02-28
6226,Masculino,32.0,Jalisco,3,362.09,2023-06-22
6227,Femenino,36.0,Yucatán,4,576.74,2023-03-14
6228,Otro,21.0,Jalisco,4,635.76,2023-08-16
6229,Masculino,37.0,Puebla,6,459.08,2023-01-22
6230,Femenino,15.0,Nuevo León,4,521.67,2023-11-20
6231,Masculino,41.0,Puebla,3,490.05,2023-06-20
6232,Masculino,42.0,Nuevo León,2,764.98,2023-08-18
6233,Masculino,48.0,CDMX,3,151.39,2023-08-31
6234,Femenino,24.0,Puebla,5,336.99,2023-07-12
6235,Femenino,36.0,Jalisco,3,456.27,2023-07-02
6236,Masculino,40.0,Nuevo León,3,547.69,2023-05-27
6237,Masculino,39.0,Yucatán,3,425.64,2023-03-05
6238,Masculino,26.0,Puebla,4,255.44,2023-01-09
6239,Masculino,,CDMX,1,599.31,2023-07-23
6240,Masculino,38.0,Yucatán,1,753.76,2023-06-20
6241,Masculino,33.0,CDMX,0,264.85,2023-06-11
6242,Femenino,29.0,Nuevo León,2,559.27,2023-08-17
6243,Masculino,42.0,Puebla,3,669.87,2023-11-15
6244,Masculino,34.0,CDMX,5,568.47,2023-06-24
6245,Masculino,21.0,Yucatán,2,659.01,2023-07-28
6246,Masculino,15.0,Yucatán,2,443.79,2023-07-27
6247,Femenino,23.0,Jalisco,2,367.66,2023-02-13
6248,Masculino,58.0,CDMX,4,696.36,2023-12-29
6249,Masculino,42.0,Puebla,5,556.57,2023-10-23
6250,Femenino,36.0,Puebla,2,528.94,2023-12-26
6251,Femenino,33.0,Jalisco,3,536.32,2023-01-12
6252,Femenino,32.0,Yucatán,2,281.73,2023-08-03
6253,Femenino,46.0,CDMX,1,403.03,2023-11-03
6254,Femenino,30.0,Yucatán,1,527.11,2023-07-30
6255,Femenino,40.0,CDMX,2,759.32,2023-11-02
6256,Masculino,31.0,CDMX,4,338.87,2023-07-12
6257,Masculino,54.0,CDMX,2,391.51,2023-03-20
6258,Masculino,,Yucatán,2,587.85,2023-01-24
6259,Masculino,47.0,Yucatán,3,139.07,2023-07-08
6260,Femenino,29.0,Yucatán,2,470.09,2023-02-23
6261,Femenino,45.0,Nuevo León,2,316.23,2023-02-22
6262,Masculino,31.0,Yucatán,0,822.74,2023-11-01
6263,Femenino,36.0,Jalisco,1,618.83,2023-05-04
6264,Otro,51.0,Nuevo León,4,361.19,2023-12-12
6265,Masculino,24.0,CDMX,2,511.88,2023-06-17
6266,Masculino,37.0,Puebla,2,354.56,2023-02-03
6267,Otro,39.0,Nuevo León,1,344.08,2023-12-10
6268,Femenino,40.0,Nuevo León,1,307.43,2023-06-01
6269,Femenino,30.0,CDMX,3,394.62,2023-03-13
6270,Masculino,55.0,Yucatán,1,558.74,2023-05-09
6271,Femenino,22.0,Yucatán,2,679.19,2023-06-22
6272,Masculino,49.0,Nuevo León,1,339.59,2023-01-10
6273,Femenino,47.0,Yucatán,3,359.58,2023-04-10
6274,Masculino,54.0,Nuevo León,3,838.03,2023-10-24
6275,Masculino,19.0,Puebla,3,520.03,2023-01-07
